sku_id,product_name,category,subcategory,brand,cost_price_idr,selling_price_idr,launch_date,is_active,weight_gram
MCO-JW-029,Statement Ear Cuff Jewelry — Burgundy,Accessories,Jewelry,MCC Standard,98000,235000,2023-01-29,False,781
MCO-JW-030,Layered Pendant Jewelry — Olive,Accessories,Jewelry,MCC Standard,60000,145000,2022-08-12,False,1886
MCO-BT-001,Braided Leather Belts — Black,Accessories,Belts,MCC Standard,42000,100000,2023-04-11,True,726
MCO-BT-002,Double Ring Belts — White,Accessories,Belts,MCC Basic,32000,70000,2021-09-10,True,802
MCO-BT-003,Canvas Webbing Belts — Navy,Accessories,Belts,MCC Standard,65000,155000,2022-02-19,True,1176
MCO-BT-004,Studded Skinny Belts — Ivory,Accessories,Belts,MCC Standard,23000,55000,2023-07-18,True,2024
MCO-BT-005,Classic Buckle Belts — Camel,Accessories,Belts,MCC Standard,39000,95000,2021-01-26,True,98
MCO-BT-006,Embroidered Fabric Belts — Sage,Accessories,Belts,MCC Premium,53000,145000,2021-04-26,True,132
MCO-BT-007,Braided Leather Belts — Dusty Rose,Accessories,Belts,MCC Basic,36000,80000,2021-11-20,True,970
MCO-BT-008,Double Ring Belts — Cognac,Accessories,Belts,MCC Standard,35000,85000,2022-03-30,True,95
MCO-BT-009,Canvas Webbing Belts — Emerald,Accessories,Belts,MCC Premium,38000,105000,2022-08-27,True,1194
MCO-BT-010,Studded Skinny Belts — Terracotta,Accessories,Belts,MCC Basic,36000,80000,2022-12-15,True,1395
MCO-BT-011,Classic Buckle Belts — Cobalt,Accessories,Belts,MCC Standard,73000,175000,2022-10-30,True,1459
MCO-BT-012,Embroidered Fabric Belts — Stone,Accessories,Belts,MCC Standard,69000,165000,2021-05-24,True,2122
MCO-BT-013,Braided Leather Belts — Burgundy,Accessories,Belts,MCC Basic,29000,65000,2023-02-23,True,237
MCO-BT-014,Double Ring Belts — Olive,Accessories,Belts,MCC Standard,25000,60000,2022-12-22,True,1012
MCO-BT-015,Canvas Webbing Belts — Blush,Accessories,Belts,MCC Standard,71000,170000,2022-07-04,True,963
MCO-BT-016,Studded Skinny Belts — Mocha,Accessories,Belts,MCC Basic,48000,105000,2020-12-31,True,691
MCO-BT-017,Classic Buckle Belts — Black,Accessories,Belts,MCC Standard,73000,175000,2022-10-17,True,1430
MCO-BT-018,Embroidered Fabric Belts — White,Accessories,Belts,MCC Premium,53000,145000,2021-06-07,True,166
MCO-BT-019,Braided Leather Belts — Navy,Accessories,Belts,MCC Standard,73000,175000,2022-01-04,False,1935
MCO-BT-020,Double Ring Belts — Ivory,Accessories,Belts,MCC Standard,73000,175000,2021-07-07,False,2153
MCO-CS-001,Chunky Sneaker Casual Shoes — Black,Footwear,Casual Shoes,MCC Standard,73000,175000,2022-12-05,True,1457
MCO-CS-002,Platform Loafer Casual Shoes — White,Footwear,Casual Shoes,MCC Standard,73000,175000,2022-03-01,True,1780
MCO-CS-003,Slip-On Canvas Casual Shoes — Navy,Footwear,Casual Shoes,MCC Basic,85000,185000,2023-01-05,True,585
MCO-CS-004,Low-Top Trainer Casual Shoes — Ivory,Footwear,Casual Shoes,MCC Standard,67000,160000,2023-05-29,True,183
MCO-CS-005,Espadrille Wedge Casual Shoes — Camel,Footwear,Casual Shoes,MCC Premium,288000,780000,2022-07-27,True,1696
MCO-CS-006,Strappy Sandal Casual Shoes — Sage,Footwear,Casual Shoes,MCC Standard,165000,395000,2020-07-23,True,1914
MCO-CS-007,Mule Clog Casual Shoes — Dusty Rose,Footwear,Casual Shoes,MCC Standard,119000,285000,2022-12-12,True,889
MCO-CS-008,Chunky Sneaker Casual Shoes — Cognac,Footwear,Casual Shoes,MCC Premium,99000,270000,2020-11-04,True,1398
MCO-CS-009,Platform Loafer Casual Shoes — Emerald,Footwear,Casual Shoes,MCC Basic,85000,185000,2020-07-19,True,2097
MCO-CS-010,Slip-On Canvas Casual Shoes — Terracotta,Footwear,Casual Shoes,MCC Standard,138000,330000,2022-02-18,True,142
MCO-CS-011,Low-Top Trainer Casual Shoes — Cobalt,Footwear,Casual Shoes,MCC Standard,163000,390000,2023-03-27,True,1374
MCO-CS-012,Espadrille Wedge Casual Shoes — Stone,Footwear,Casual Shoes,MCC Premium,234000,635000,2021-10-14,True,1887
MCO-CS-013,Strappy Sandal Casual Shoes — Burgundy,Footwear,Casual Shoes,MCC Standard,176000,420000,2023-02-08,True,1993
MCO-CS-014,Mule Clog Casual Shoes — Olive,Footwear,Casual Shoes,MCC Standard,105000,250000,2021-11-20,True,921
MCO-CS-015,Chunky Sneaker Casual Shoes — Blush,Footwear,Casual Shoes,MCC Premium,207000,560000,2023-03-17,True,1916
MCO-CS-016,Platform Loafer Casual Shoes — Mocha,Footwear,Casual Shoes,MCC Premium,129000,350000,2022-07-27,True,804
MCO-CS-017,Slip-On Canvas Casual Shoes — Black,Footwear,Casual Shoes,MCC Standard,123000,295000,2022-12-20,True,1211
MCO-CS-018,Low-Top Trainer Casual Shoes — White,Footwear,Casual Shoes,MCC Standard,207000,495000,2022-11-14,True,944
MCO-CS-019,Espadrille Wedge Casual Shoes — Navy,Footwear,Casual Shoes,MCC Premium,114000,310000,2022-04-08,True,475
MCO-CS-020,Strappy Sandal Casual Shoes — Ivory,Footwear,Casual Shoes,MCC Standard,207000,495000,2022-10-01,True,1341
MCO-CS-021,Mule Clog Casual Shoes — Camel,Footwear,Casual Shoes,MCC Standard,134000,320000,2023-04-17,True,545
MCO-CS-022,Chunky Sneaker Casual Shoes — Sage,Footwear,Casual Shoes,MCC Premium,194000,525000,2020-11-05,True,854
MCO-CS-023,Platform Loafer Casual Shoes — Dusty Rose,Footwear,Casual Shoes,MCC Premium,164000,445000,2021-02-22,True,1256
MCO-CS-024,Slip-On Canvas Casual Shoes — Cognac,Footwear,Casual Shoes,MCC Standard,65000,155000,2023-06-09,True,1425
MCO-CS-025,Low-Top Trainer Casual Shoes — Emerald,Footwear,Casual Shoes,MCC Standard,128000,305000,2021-10-20,True,1961
MCO-CS-026,Espadrille Wedge Casual Shoes — Terracotta,Footwear,Casual Shoes,MCC Standard,203000,485000,2022-01-19,True,1226
MCO-CS-027,Strappy Sandal Casual Shoes — Cobalt,Footwear,Casual Shoes,MCC Standard,113000,270000,2023-03-28,True,899
MCO-CS-028,Mule Clog Casual Shoes — Stone,Footwear,Casual Shoes,MCC Standard,96000,230000,2023-03-21,True,2007
MCO-CS-029,Chunky Sneaker Casual Shoes — Burgundy,Footwear,Casual Shoes,MCC Standard,205000,490000,2022-10-09,False,537
MCO-CS-030,Platform Loafer Casual Shoes — Olive,Footwear,Casual Shoes,MCC Standard,149000,355000,2020-08-11,False,714
MCO-FS-001,Oxford Brogue Formal Shoes — Black,Footwear,Formal Shoes,MCC Premium,209000,565000,2021-07-04,True,456
MCO-FS-002,Block Heel Pump Formal Shoes — White,Footwear,Formal Shoes,MCC Basic,78000,170000,2020-07-16,True,680
MCO-FS-003,Pointed-Toe Mule Formal Shoes — Navy,Footwear,Formal Shoes,MCC Standard,136000,325000,2022-12-03,True,1320
MCO-FS-004,Derby Lace-Up Formal Shoes — Ivory,Footwear,Formal Shoes,MCC Standard,247000,590000,2023-02-17,True,1089
MCO-FS-005,Kitten Heel Slingback Formal Shoes — Camel,Footwear,Formal Shoes,MCC Basic,138000,300000,2022-07-27,True,622
MCO-FS-006,Ankle Boot Formal Shoes — Sage,Footwear,Formal Shoes,MCC Basic,172000,375000,2021-05-04,True,1749
MCO-FS-007,Oxford Brogue Formal Shoes — Dusty Rose,Footwear,Formal Shoes,MCC Premium,173000,470000,2022-03-25,True,757
MCO-FS-008,Block Heel Pump Formal Shoes — Cognac,Footwear,Formal Shoes,MCC Standard,105000,250000,2021-06-30,True,2105
MCO-FS-009,Pointed-Toe Mule Formal Shoes — Emerald,Footwear,Formal Shoes,MCC Standard,279000,665000,2021-11-03,True,376
MCO-FS-010,Derby Lace-Up Formal Shoes — Terracotta,Footwear,Formal Shoes,MCC Basic,59000,130000,2022-10-06,True,298
MCO-FS-011,Kitten Heel Slingback Formal Shoes — Cobalt,Footwear,Formal Shoes,MCC Premium,136000,370000,2021-04-11,True,1292
MCO-FS-012,Ankle Boot Formal Shoes — Stone,Footwear,Formal Shoes,MCC Standard,96000,230000,2021-05-01,True,1174
MCO-FS-013,Oxford Brogue Formal Shoes — Burgundy,Footwear,Formal Shoes,MCC Standard,92000,220000,2020-09-09,True,1886
MCO-FS-014,Block Heel Pump Formal Shoes — Olive,Footwear,Formal Shoes,MCC Standard,107000,255000,2022-11-17,True,208
MCO-FS-015,Pointed-Toe Mule Formal Shoes — Blush,Footwear,Formal Shoes,MCC Standard,176000,420000,2021-02-27,True,2151
MCO-FS-016,Derby Lace-Up Formal Shoes — Mocha,Footwear,Formal Shoes,MCC Standard,147000,350000,2021-03-25,True,963
MCO-FS-017,Kitten Heel Slingback Formal Shoes — Black,Footwear,Formal Shoes,MCC Premium,207000,560000,2020-11-15,True,959
MCO-FS-018,Ankle Boot Formal Shoes — White,Footwear,Formal Shoes,MCC Premium,382000,1035000,2020-11-14,True,1157
MCO-FS-019,Oxford Brogue Formal Shoes — Navy,Footwear,Formal Shoes,MCC Standard,88000,210000,2021-07-16,False,949
MCO-FS-020,Block Heel Pump Formal Shoes — Ivory,Footwear,Formal Shoes,MCC Basic,117000,255000,2021-12-10,False,1863
